# 02805 shared playground — week 4 release (frozen snapshot, 2026-09-06; same crawl as week 1)
# The week-1 edges with a weight: how many times the article of A links to the article of B
# (repeated links to the same character = a stronger tie). 303 nodes, 1784 directed edges,
# 1288 of them with weight 1, max 11. Sum both directions for an undirected weighted network
# (max 16). node_id matches week1_nodes.tsv.
# source	target	weight
Abomination_(character)	Deathlok	1
Abomination_(character)	Gargoyle_(comics)	1
Abomination_(character)	Hercules_(Marvel_Comics)	1
Abomination_(character)	Hulk	3
Abomination_(character)	Jessica_Jones	1
Abomination_(character)	Kristoff_Vernard	1
Abomination_(character)	She-Hulk	2
Abomination_(character)	Spider-Man	1
Adam_Warlock	Black_Panther_(character)	1
Adam_Warlock	Black_Widow_(Natasha_Romanova)	1
Adam_Warlock	Devil_Dinosaur	1
Adam_Warlock	Doctor_Strange	1
Adam_Warlock	Emma_Frost	1
Adam_Warlock	Fin_Fang_Foom	1
Adam_Warlock	Genis-Vell	2
Adam_Warlock	Ghost_Rider	1
Adam_Warlock	Gladiator_(Kallark)	1
Adam_Warlock	Hulk	1
Adam_Warlock	Human_Torch	1
Adam_Warlock	Iron_Lad	1
Adam_Warlock	Kismet_(Marvel_Comics)	1
Adam_Warlock	Man-Thing	1
Adam_Warlock	Moon_Knight	1
Adam_Warlock	Moondragon	1
Adam_Warlock	Phyla-Vell	1
Adam_Warlock	Quasar_(character)	1
Adam_Warlock	Scarlet_Witch	1
Adam_Warlock	She-Hulk	1
Adam_Warlock	Spider-Man	1
Adam_Warlock	Star-Lord	1
Agent_X_(Marvel_Comics)	Bob,_Agent_of_Hydra	1
Agent_X_(Marvel_Comics)	Cable_(character)	1
Agent_X_(Marvel_Comics)	Outlaw_(Marvel_Comics)	2
Ajak	Hercules_(Marvel_Comics)	1
Ajak	Ikaris	1
Ajak	Makkari_(character)	1
Ajak	Thena	1
Alex_Wilder	Chase_Stein	1
Anne_Weying	Deadpool	1
Anne_Weying	Eddie_Brock	2
Anne_Weying	Spider-Man	2
Anne_Weying	Venom_(character)	2
Anole_(character)	Cyclops_(Marvel_Comics)	1
Anole_(character)	Emma_Frost	1
Anole_(character)	Hellion_(character)	2
Anole_(character)	Hulkling	1
Anole_(character)	Northstar_(character)	1
Anole_(character)	Rockslide_(character)	1
Anya_Corazon	Dusk_(comics)	1
Anya_Corazon	Machine_Man	1
Anya_Corazon	Mayday_Parker	2
Anya_Corazon	Ms._Marvel	1
Anya_Corazon	Phil_Urich	1
Anya_Corazon	Power_Man_(Victor_Alvarez)	1
Anya_Corazon	Rikki_Barnes	2
Anya_Corazon	Spider-Girl	1
Anya_Corazon	Spider-Man	3
Anya_Corazon	Spider-Man_Noir	1
Anya_Corazon	Spider-Woman_(Gwen_Stacy)	2
Anya_Corazon	Spider-Woman_(Jessica_Drew)	1
Arabian_Knight_(character)	Black_Panther_(character)	2
Arabian_Knight_(character)	Hulk	1
Arabian_Knight_(character)	Machine_Man	1
Arabian_Knight_(character)	Sabra_(character)	1
Arabian_Knight_(character)	She-Hulk	1
Arabian_Knight_(character)	Storm_(Marvel_Comics)	1
Arabian_Knight_(character)	Union_Jack_(Joseph_Chapman)	2
Arabian_Knight_(character)	Union_Jack_(Marvel_Comics)	1
Ares_(Marvel_Comics)	Balder_the_Brave	1
Ares_(Marvel_Comics)	Black_Knight_(Marvel_Comics)	1
Ares_(Marvel_Comics)	Hercules_(Marvel_Comics)	3
Ares_(Marvel_Comics)	Ikaris	1
Ares_(Marvel_Comics)	Outlaw_(Marvel_Comics)	1
Ares_(Marvel_Comics)	Sentry_(Robert_Reynolds)	1
Ares_(Marvel_Comics)	Shang-Chi	1
Backhand_(character)	Vyking	1
Balder_the_Brave	Fandral	1
Balder_the_Brave	Hercules_(Marvel_Comics)	1
Battlestar_(character)	Bucky_(Marvel_Comics)	2
Battlestar_(character)	U.S._Agent	3
Beta_Ray_Bill	Adam_Warlock	1
Beta_Ray_Bill	Hulk	1
Beta_Ray_Bill	Rom_the_Space_Knight	3
Beta_Ray_Bill	Spider-Man	1
Beta_Ray_Bill	Storm_(Marvel_Comics)	1
Betsy_Braddock	Anole_(character)	1
Betsy_Braddock	Black_Cat_(Marvel_Comics)	1
Betsy_Braddock	Brian_Braddock	4
Betsy_Braddock	Cable_(character)	3
Betsy_Braddock	Captain_Marvel_(Marvel_Comics)	1
Betsy_Braddock	Cyclops_(Marvel_Comics)	3
Betsy_Braddock	Deadpool	1
Betsy_Braddock	Deathlok	1
Betsy_Braddock	Doctor_Nemesis	1
Betsy_Braddock	Doctor_Strange	1
Betsy_Braddock	Emma_Frost	2
Betsy_Braddock	Hellion_(character)	1
Betsy_Braddock	Jean_Grey	4
Betsy_Braddock	Jubilee_(character)	2
Betsy_Braddock	Man-Thing	1
Betsy_Braddock	Northstar_(character)	1
Betsy_Braddock	Phoenix_Force	2
Betsy_Braddock	Puck_(Marvel_Comics)	1
Betsy_Braddock	Quicksilver_(Marvel_Comics)	1
Betsy_Braddock	Rachel_Summers	8
Betsy_Braddock	Rockslide_(character)	1
Betsy_Braddock	Scarlet_Witch	1
Betsy_Braddock	Spider-Man	2
Betsy_Braddock	Storm_(Marvel_Comics)	2
Betsy_Braddock	Surge_(Marvel_Comics)	1
Betsy_Braddock	Vulcan_(Marvel_Comics)	1
Betsy_Braddock	Wolverine_(character)	2
Betsy_Braddock	Xorn	1
Bill_Foster_(character)	Black_Panther_(character)	1
Bill_Foster_(character)	Hank_Pym	3
Bill_Foster_(character)	Hercules_(Marvel_Comics)	1
Bill_Foster_(character)	Hulk	1
Bill_Foster_(character)	Iron_Fist_(character)	1
Bill_Foster_(character)	Jericho_Drumm	1
Bill_Foster_(character)	Luke_Cage	5
Bill_Foster_(character)	Mockingbird_(Marvel_Comics)	1
Bill_Foster_(character)	Moon_Knight	1
Bill_Foster_(character)	Quasar_(character)	1
Bill_Foster_(character)	Spider-Man	1
Bill_Foster_(character)	Spider-Woman_(Jessica_Drew)	1
Black_Bolt	Gorgon_(Inhuman)	1
Black_Bolt	Hulk	3
Black_Bolt	Human_Torch	1
Black_Bolt	Karnak_(character)	1
Black_Bolt	Kristoff_Vernard	1
Black_Bolt	Quicksilver_(Marvel_Comics)	1
Black_Bolt	Sentry_(Robert_Reynolds)	1
Black_Bolt	Spider-Man	1
Black_Bolt	Vulcan_(Marvel_Comics)	1
Black_Cat_(Marvel_Comics)	Blade_(character)	1
Black_Cat_(Marvel_Comics)	Doctor_Strange	2
Black_Cat_(Marvel_Comics)	Hulk	1
Black_Cat_(Marvel_Comics)	Jericho_Drumm	1
Black_Cat_(Marvel_Comics)	Killraven	1
Black_Cat_(Marvel_Comics)	Mayday_Parker	1
Black_Cat_(Marvel_Comics)	Misty_Knight	1
Black_Cat_(Marvel_Comics)	Morbius	2
Black_Cat_(Marvel_Comics)	Paladin_(comics)	1
Black_Cat_(Marvel_Comics)	Scarlet_Spider	1
Black_Cat_(Marvel_Comics)	Spider-Man	3
Black_Cat_(Marvel_Comics)	Spider-Man_Noir	3
Black_Cat_(Marvel_Comics)	Spider-Woman_(Jessica_Drew)	1
Black_Cat_(Marvel_Comics)	Wolverine_(character)	1
Black_Jack_Tarr	Shang-Chi	2
Black_Knight_(Marvel_Comics)	Black_Panther_(character)	4
Black_Knight_(Marvel_Comics)	Doctor_Strange	1
Black_Knight_(Marvel_Comics)	Hank_Pym	1
Black_Marvel	Spider-Man	2
Black_Marvel	Whizzer_(Robert_Frank)	1
Black_Panther_(character)	Bill_Foster_(character)	1
Black_Panther_(character)	Black_Bolt	1
Black_Panther_(character)	Deadpool	1
Black_Panther_(character)	Deathlok	1
Black_Panther_(character)	Doctor_Strange	1
Black_Panther_(character)	Luke_Cage	2
Black_Panther_(character)	Misty_Knight	1
Black_Panther_(character)	Scarlet_Witch	1
Black_Panther_(character)	Shuri_(character)	3
Black_Panther_(character)	Storm_(Marvel_Comics)	6
Black_Panther_(character)	White_Tiger_(comics)	1
Black_Rider_(character)	Doctor_Strange	2
Black_Rider_(character)	Kid_Colt	1
Black_Rider_(character)	Tarantula_(Marvel_Comics)	1
Black_Rider_(character)	Two-Gun_Kid	1
Black_Widow_(Natasha_Romanova)	Ghost_Rider_(Johnny_Blaze)	1
Black_Widow_(Natasha_Romanova)	Hercules_(Marvel_Comics)	1
Black_Widow_(Natasha_Romanova)	Red_Guardian	3
Black_Widow_(Natasha_Romanova)	Spider-Man	1
Black_Widow_(Natasha_Romanova)	Venom_(character)	1
Black_Widow_(Natasha_Romanova)	Wolverine_(character)	2
Black_Widow_(Natasha_Romanova)	Yelena_Belova	4
Blackthorn_(character)	Radian_(Morituri)	1
Blackwulf	Deathlok	1
Blackwulf	Hank_Pym	2
Blade_(character)	Doctor_Strange	2
Blade_(character)	Ghost_Rider_(Danny_Ketch)	2
Blade_(character)	Ghost_Rider_(Johnny_Blaze)	2
Blade_(character)	Gwenpool	1
Blade_(character)	Jubilee_(character)	1
Blade_(character)	Man-Thing	1
Blade_(character)	Moon_Knight	1
Blade_(character)	Morbius	4
Blade_(character)	Ronin_(Marvel_Comics)	2
Blade_(character)	Satana_(Marvel_Comics)	1
Blade_(character)	Spider-Man	1
Blade_(character)	Spitfire_(character)	1
Blazing_Skull	Black_Marvel	1
Blazing_Skull	Ghost_Rider_(Johnny_Blaze)	1
Blazing_Skull	Jeffrey_Mace	1
Blazing_Skull	Quasar_(character)	1
Blazing_Skull	She-Hulk	1
Blazing_Skull	Skull_the_Slayer	2
Blazing_Skull	U.S._Agent	1
Blazing_Skull	Union_Jack_(Marvel_Comics)	1
Blue_Bullet	Doctor_Nemesis	1
Blue_Bullet	Golem_(Marvel_Comics)	1
Blue_Diamond_(character)	Citizen_V	2
Blue_Diamond_(character)	Human_Torch	1
Blue_Diamond_(character)	Human_Torch_(android)	1
Blue_Diamond_(character)	Jack_Frost_(Marvel_Comics)	1
Blue_Diamond_(character)	Jeffrey_Mace	1
Blue_Diamond_(character)	Makkari_(character)	1
Blue_Diamond_(character)	Red_Raven_(Marvel_Comics)	1
Blue_Diamond_(character)	Thin_Man_(character)	1
Blue_Diamond_(character)	Whizzer_(Robert_Frank)	1
Blue_Eagle_(character)	Black_Widow_(Natasha_Romanova)	1
Blue_Marvel	Hulk	1
Blue_Marvel	Hyperion_(character)	2
Blue_Marvel	Luke_Cage	1
Blue_Marvel	Sentry_(Robert_Reynolds)	1
Bob,_Agent_of_Hydra	Agent_X_(Marvel_Comics)	2
Bob,_Agent_of_Hydra	Deadpool	4
Bob,_Agent_of_Hydra	Doctor_Strange	1
Bob,_Agent_of_Hydra	Hulk	1
Bob,_Agent_of_Hydra	Outlaw_(Marvel_Comics)	1
Bob,_Agent_of_Hydra	Spider-Man	1
Bob,_Agent_of_Hydra	Wolverine_(character)	1
Box_(comics)	Guardian_(Marvel_Comics)	2
Box_(comics)	Vindicator_(comics)	1
Brian_Braddock	Arabian_Knight_(character)	1
Brian_Braddock	Betsy_Braddock	5
Brian_Braddock	Elsa_Bloodstone	1
Brian_Braddock	Emma_Frost	1
Brian_Braddock	Hulk	1
Brian_Braddock	Killpower	1
Brian_Braddock	Ms._Marvel	1
Brian_Braddock	Rachel_Summers	2
Brian_Braddock	Spider-Man	1
Brian_Braddock	Spitfire_(character)	2
Brian_Braddock	Union_Jack_(Marvel_Comics)	1
Bucky_(Marvel_Comics)	Battlestar_(character)	2
Bucky_(Marvel_Comics)	Franklin_Richards_(character)	1
Bucky_(Marvel_Comics)	Jack_Monroe_(character)	2
Bucky_(Marvel_Comics)	Jeffrey_Mace	1
Bucky_(Marvel_Comics)	Nomad_(Marvel_Comics)	1
Bucky_(Marvel_Comics)	Rikki_Barnes	2
Bucky_(Marvel_Comics)	U.S._Agent	1
Bucky_(Marvel_Comics)	War_Machine	1
Bucky_(Marvel_Comics)	William_Burnside_(character)	1
Bug_(Marvel_Comics)	Genis-Vell	1
Bug_(Marvel_Comics)	Moondragon	1
Bug_(Marvel_Comics)	Rocket_Raccoon	1
Bug_(Marvel_Comics)	Star-Lord	1
Cable_(character)	Betsy_Braddock	1
Cable_(character)	Cyclops_(Marvel_Comics)	2
Cable_(character)	Deadpool	4
Cable_(character)	Doctor_Nemesis	1
Cable_(character)	Hercules_(Marvel_Comics)	1
Cable_(character)	Jean_Grey	2
Cable_(character)	Phoenix_Force	1
Cable_(character)	Rachel_Summers	4
Cable_(character)	Rusty_Collins	1
Cable_(character)	Shatterstar	1
Cable_(character)	Wolverine_(character)	1
Cammi_(character)	Chase_Stein	1
Cammi_(character)	Darkhawk	1
Cammi_(character)	Nova_(Richard_Rider)	1
Captain_Marvel_(Khn'nr)	Captain_Marvel_(Marvel_Comics)	2
Captain_Marvel_(Khn'nr)	Noh-Varr	1
Captain_Marvel_(Marvel_Comics)	Captain_Marvel_(Khn'nr)	1
Captain_Marvel_(Marvel_Comics)	Elsa_Bloodstone	1
Captain_Marvel_(Marvel_Comics)	Genis-Vell	3
Captain_Marvel_(Marvel_Comics)	Hank_Pym	1
Captain_Marvel_(Marvel_Comics)	Kismet_(Marvel_Comics)	1
Captain_Marvel_(Marvel_Comics)	Machine_Man	1
Captain_Marvel_(Marvel_Comics)	Moondragon	1
Captain_Marvel_(Marvel_Comics)	Ms._Marvel	2
Captain_Marvel_(Marvel_Comics)	Noh-Varr	1
Captain_Marvel_(Marvel_Comics)	Nova_(Richard_Rider)	1
Captain_Marvel_(Marvel_Comics)	Phyla-Vell	1
Captain_Marvel_(Marvel_Comics)	Quasar_(character)	2
Captain_Marvel_(Marvel_Comics)	Radioactive_Man_(comics)	1
Captain_Marvel_(Marvel_Comics)	Scarlet_Witch	1
Captain_Ultra	Doctor_Strange	1
Captain_Universe	Deadpool	1
Captain_Universe	Doctor_Druid	1
Captain_Universe	Doctor_Strange	3
Captain_Universe	Eddie_Brock	2
Captain_Universe	Gladiator_(Kallark)	2
Captain_Universe	Hulk	2
Captain_Universe	Jean_Grey	1
Captain_Universe	Nightmask	1
Captain_Universe	Quasar_(character)	2
Captain_Universe	Spider-Man	2
Captain_Universe	Spider-Man_Noir	1
Captain_Universe	Star-Lord	1
Captain_Universe	Starhawk_(character)	1
Captain_Universe	Venom_(character)	2
Caretaker_(comics)	Ghost_Rider	1
Caretaker_(comics)	Ghost_Rider_(Danny_Ketch)	2
Caretaker_(comics)	Ghost_Rider_(Johnny_Blaze)	3
Ch'od	Jean_Grey	1
Ch'od	Ms._Marvel	1
Ch'od	Rocket_Raccoon	1
Chase_Stein	Cammi_(character)	1
Chase_Stein	Darkhawk	3
Chase_Stein	Speed_(character)	1
Chase_Stein	Wolverine_(character)	1
Citizen_V	Cable_(character)	1
Cloak_and_Dagger_(characters)	Adam_Warlock	1
Cloak_and_Dagger_(characters)	Alex_Wilder	2
Cloak_and_Dagger_(characters)	Anole_(character)	1
Cloak_and_Dagger_(characters)	Anya_Corazon	1
Cloak_and_Dagger_(characters)	Black_Cat_(Marvel_Comics)	1
Cloak_and_Dagger_(characters)	Black_Widow_(Natasha_Romanova)	1
Cloak_and_Dagger_(characters)	Chase_Stein	1
Cloak_and_Dagger_(characters)	Darkhawk	1
Cloak_and_Dagger_(characters)	Deathlok	1
Cloak_and_Dagger_(characters)	Doctor_Nemesis	2
Cloak_and_Dagger_(characters)	Doctor_Strange	1
Cloak_and_Dagger_(characters)	Eddie_Brock	1
Cloak_and_Dagger_(characters)	Emma_Frost	1
Cloak_and_Dagger_(characters)	Hank_Pym	1
Cloak_and_Dagger_(characters)	Hulk	1
Cloak_and_Dagger_(characters)	Hulkling	1
Cloak_and_Dagger_(characters)	Iron_Fist_(character)	1
Cloak_and_Dagger_(characters)	Luke_Cage	2
Cloak_and_Dagger_(characters)	Moon_Knight	1
Cloak_and_Dagger_(characters)	Morbius	1
Cloak_and_Dagger_(characters)	Nightwatch_(character)	1
Cloak_and_Dagger_(characters)	Robbie_Baldwin	1
Cloak_and_Dagger_(characters)	Shang-Chi	1
Cloak_and_Dagger_(characters)	Spider-Man	3
Coldblood	Darkhawk	1
Coldblood	Deathlok	2
Crane_Mother	Hulk	1
Crane_Mother	Iron_Fist_(character)	5
Crane_Mother	Lei_Kung_(character)	1
Crippler_(character)	Deathlok	1
Crippler_(character)	Eddie_Brock	1
Crippler_(character)	Human_Torch	1
Crippler_(character)	Stingray_(Marvel_Comics)	1
Cyclops_(Marvel_Comics)	Betsy_Braddock	1
Cyclops_(Marvel_Comics)	Cable_(character)	4
Cyclops_(Marvel_Comics)	Emma_Frost	4
Cyclops_(Marvel_Comics)	Jean_Grey	3
Cyclops_(Marvel_Comics)	Phoenix_Force	4
Cyclops_(Marvel_Comics)	Rachel_Summers	2
Cyclops_(Marvel_Comics)	Scarlet_Witch	1
Cyclops_(Marvel_Comics)	Storm_(Marvel_Comics)	2
Cyclops_(Marvel_Comics)	Vulcan_(Marvel_Comics)	1
Cyclops_(Marvel_Comics)	Wolverine_(character)	2
Cyclops_(Marvel_Comics)	Xorn	1
Dargo_Ktor	Beta_Ray_Bill	1
Dargo_Ktor	Hercules_(Marvel_Comics)	1
Darkdevil	Doctor_Strange	2
Darkdevil	Ghost_Rider	1
Darkdevil	Mayday_Parker	4
Darkdevil	Venom_(character)	1
Darkhawk	Black_Bolt	1
Darkhawk	Chase_Stein	1
Darkhawk	Cloak_and_Dagger_(characters)	1
Darkhawk	Nova_(Richard_Rider)	3
Darkhawk	Phil_Urich	1
Darkhawk	Phoenix_Force	1
Darkhawk	Quasar_(character)	1
Darkhawk	Ricochet_(comics)	1
Darkhawk	Spider-Man	1
Darkhawk	Turbo_(comics)	1
Darkhawk	Wolverine_(character)	1
Deadpool	Agent_X_(Marvel_Comics)	1
Deadpool	Black_Widow_(Natasha_Romanova)	1
Deadpool	Blade_(character)	1
Deadpool	Bob,_Agent_of_Hydra	1
Deadpool	Cable_(character)	3
Deadpool	Dragon_Lord_(character)	1
Deadpool	Elsa_Bloodstone	2
Deadpool	Ghost_Rider	1
Deadpool	Gwenpool	1
Deadpool	Hulk	2
Deadpool	Moon_Knight	1
Deadpool	Morbius	1
Deadpool	Nomad_(Marvel_Comics)	1
Deadpool	Outlaw_(Marvel_Comics)	1
Deadpool	Rocket_Raccoon	1
Deadpool	She-Hulk	1
Deadpool	Spider-Man	3
Deadpool	Venom_(character)	1
Deadpool	Wolverine_(character)	4
Deathlok	Abomination_(character)	1
Deathlok	Black_Panther_(character)	1
Deathlok	Iron_Man_2020	1
Deathlok	Quasar_(character)	1
Deathlok	Spider-Man	1
Debrii	Bill_Foster_(character)	1
Debrii	Gauntlet_(Joseph_Green)	1
Debrii	She-Hulk	1
Debrii	Thor_Girl	1
Debrii	Vance_Astrovik	1
Delroy_Garrett	Deadpool	1
Delroy_Garrett	Marvel_Boy_(Robert_Grayson)	1
Delroy_Garrett	Thor_Girl	1
Detroit_Steel	War_Machine	1
Devil_Dinosaur	Deadpool	2
Devil_Dinosaur	Doctor_Strange	1
Devil_Dinosaur	Ghost_Rider_(Danny_Ketch)	1
Devil_Dinosaur	Hank_Pym	1
Devil_Dinosaur	Hulk	1
Devil_Dinosaur	Karnak_(character)	1
Devil_Dinosaur	Paladin_(comics)	1
Devil_Dinosaur	Spider-Man	1
Devil_Hulk	Hulk	4
Devil_Hulk	Venom_(character)	1
Digitek_(character)	Deathlok	1
Doctor_Druid	Doctor_Strange	5
Doctor_Druid	Emma_Frost	1
Doctor_Druid	Hulk	1
Doctor_Druid	Man-Thing	1
Doctor_Nemesis	Bill_Foster_(character)	1
Doctor_Nemesis	Black_Panther_(character)	1
Doctor_Nemesis	Cyclops_(Marvel_Comics)	1
Doctor_Nemesis	Emma_Frost	1
Doctor_Nemesis	Hank_Pym	3
Doctor_Nemesis	Human_Torch_(android)	2
Doctor_Nemesis	Jean_Grey	1
Doctor_Nemesis	Luke_Cage	1
Doctor_Nemesis	Spider-Man	1
Doctor_Spectrum	Black_Panther_(character)	1
Doctor_Spectrum	Doctor_Strange	1
Doctor_Spectrum	Hank_Pym	1
Doctor_Spectrum	Hyperion_(character)	1
Doctor_Spectrum	Jericho_Drumm	1
Doctor_Spectrum	Quasar_(character)	2
Doctor_Strange	Adam_Warlock	1
Doctor_Strange	Black_Widow_(Natasha_Romanova)	1
Doctor_Strange	Captain_Universe	1
Doctor_Strange	Cloak_and_Dagger_(characters)	1
Doctor_Strange	Deadpool	1
Doctor_Strange	Gwenpool	1
Doctor_Strange	Hulk	2
Doctor_Strange	Human_Torch	1
Doctor_Strange	Jericho_Drumm	3
Doctor_Strange	Luke_Cage	1
Doctor_Strange	Man-Thing	1
Doctor_Strange	Moon_Knight	1
Doctor_Strange	Rocket_Raccoon	1
Doctor_Strange	Scarlet_Witch	1
Doctor_Strange	Sentry_(Robert_Reynolds)	1
Doctor_Strange	Spider-Man	1
Doctor_Strange	Star-Lord	1
Dogpool	Deadpool	3
Doom_2099	Black_Panther_(character)	1
Doom_2099	Cable_(character)	1
Doom_2099	Cloak_and_Dagger_(characters)	1
Doom_2099	Deathlok	2
Doom_2099	Doctor_Strange	1
Doom_2099	Hulk_2099	2
Doom_2099	Rachel_Summers	1
Doom_2099	Ravage_2099	1
Doom_2099	Wolverine_(character)	1
Dragon_Lord_(character)	Delroy_Garrett	1
Dusk_(comics)	Anya_Corazon	1
Dusk_(comics)	Black_Marvel	1
Dusk_(comics)	Hornet_(comics)	1
Dusk_(comics)	Ms._Marvel	1
Dusk_(comics)	Ricochet_(comics)	1
Dusk_(comics)	Spider-Man	1
Eddie_Brock	Anne_Weying	2
Eddie_Brock	Black_Cat_(Marvel_Comics)	2
Eddie_Brock	Black_Widow_(Natasha_Romanova)	1
Eddie_Brock	Cloak_and_Dagger_(characters)	1
Eddie_Brock	Hybrid_(Scott_Washington)	1
Eddie_Brock	Iron_Fist_(character)	1
Eddie_Brock	John_Jameson_(character)	2
Eddie_Brock	Morbius	2
Eddie_Brock	Quasar_(character)	1
Eddie_Brock	Scarlet_Spider	1
Eddie_Brock	She-Hulk	1
Eddie_Brock	Silk_(character)	1
Eddie_Brock	Spider-Man	3
Eddie_Brock	Spider-Woman	1
Eddie_Brock	Spider-Woman_(Gwen_Stacy)	2
Eddie_Brock	Venom_(character)	4
Elsa_Bloodstone	Blade_(character)	1
Elsa_Bloodstone	Deadpool	4
Elsa_Bloodstone	Devil_Dinosaur	1
Elsa_Bloodstone	Fin_Fang_Foom	1
Elsa_Bloodstone	Ghost_Rider_(Johnny_Blaze)	1
Elsa_Bloodstone	Iron_Fist_(character)	1
Elsa_Bloodstone	Jericho_Drumm	1
Elsa_Bloodstone	Machine_Man	1
Elsa_Bloodstone	Man-Thing	1
Elsa_Bloodstone	Misty_Knight	1
Elsa_Bloodstone	Ulysses_Bloodstone	4
Elsa_Bloodstone	Wolverine_(character)	1
Emma_Frost	Anole_(character)	1
Emma_Frost	Black_Bolt	2
Emma_Frost	Cable_(character)	1
Emma_Frost	Cloak_and_Dagger_(characters)	1
Emma_Frost	Cyclops_(Marvel_Comics)	2
Emma_Frost	Empath_(character)	1
Emma_Frost	Jean_Grey	2
Emma_Frost	Jessica_Jones	1
Emma_Frost	Jubilee_(character)	1
Emma_Frost	Phoenix_Force	5
Emma_Frost	Rachel_Summers	2
Emma_Frost	Sentry_(Robert_Reynolds)	1
Emma_Frost	Shang-Chi	1
Emma_Frost	Spider-Man	1
Emma_Frost	Storm_(Marvel_Comics)	1
Emma_Frost	Wolverine_(character)	2
Emma_Frost	Xorn	1
Empath_(character)	Cyclops_(Marvel_Comics)	2
Empath_(character)	Emma_Frost	2
Empath_(character)	Hellion_(character)	1
Emrys_Killebrew	Deadpool	3
Emrys_Killebrew	Wolverine_(character)	1
Enigma_(Marvel_Comics)	Spider-Man	1
Ethan_Edwards	Spider-Man	1
Fabio_Medina	Cyclops_(Marvel_Comics)	1
Fabio_Medina	Phoenix_Force	1
Fabio_Medina	Spider-Man	1
Fandral	Balder_the_Brave	1
Fandral	Hulk	1
Fin_Fang_Foom	Sentry_(Robert_Reynolds)	1
Fin_Fang_Foom	War_Machine	1
Firebird_(Marvel_Comics)	Bill_Foster_(character)	1
Firebird_(Marvel_Comics)	Black_Widow_(Natasha_Romanova)	1
Firebird_(Marvel_Comics)	Deadpool	2
Firebird_(Marvel_Comics)	Delroy_Garrett	1
Firebird_(Marvel_Comics)	Franklin_Richards_(character)	1
Firebird_(Marvel_Comics)	Hank_Pym	2
Firebird_(Marvel_Comics)	Hulk	1
Firebird_(Marvel_Comics)	Mockingbird_(Marvel_Comics)	1
Firebird_(Marvel_Comics)	Moon_Knight	1
Firebird_(Marvel_Comics)	Moondragon	1
Firebird_(Marvel_Comics)	Patsy_Walker	1
Firebird_(Marvel_Comics)	Scarlet_Spider	1
Firelord_(character)	Hercules_(Marvel_Comics)	1
Flatman_(character)	Hercules_(Marvel_Comics)	1
Flatman_(character)	Living_Lightning	1
Flatman_(character)	Mockingbird_(Marvel_Comics)	1
Force_(comics)	Guardsman_(character)	1
Frankenstein's_Monster_(Marvel_Comics)	Bucky_(Marvel_Comics)	1
Frankenstein's_Monster_(Marvel_Comics)	Elsa_Bloodstone	3
Frankenstein's_Monster_(Marvel_Comics)	Ghost_Rider_(Johnny_Blaze)	1
Frankenstein's_Monster_(Marvel_Comics)	Human_Torch_(android)	1
Frankenstein's_Monster_(Marvel_Comics)	John_Jameson_(character)	1
Frankenstein's_Monster_(Marvel_Comics)	Man-Thing	1
Frankenstein's_Monster_(Marvel_Comics)	She-Hulk	1
Frankenstein's_Monster_(Marvel_Comics)	Spider-Man	3
Frankenstein's_Monster_(Marvel_Comics)	Toro_(character)	1
Frankenstein's_Monster_(Marvel_Comics)	Ulysses_Bloodstone	1
Frankenstein's_Monster_(Marvel_Comics)	Werewolf_by_Night	2
Franklin_Richards_(character)	Human_Torch	2
Franklin_Richards_(character)	Phoenix_Force	1
Franklin_Richards_(character)	Rachel_Summers	3
Frog-Man	Gargoyle_(comics)	3
Frog-Man	Human_Torch	2
Frog-Man	Jessica_Jones	1
Frog-Man	Spider-Man	3
Frog-Man	Steel_Spider	1
Frog-Man	Thor_Girl	1
G._W._Bridge	Cable_(character)	1
G._W._Bridge	Garrison_Kane	1
Gargoyle_(comics)	Frog-Man	1
Gargoyle_(comics)	Hulk	2
Gargoyle_(comics)	Moondragon	2
Gargoyle_(comics)	Patsy_Walker	1
Gargoyle_(comics)	War_Machine	1
Garrison_Kane	Box_(comics)	1
Garrison_Kane	Cable_(character)	2
Garrison_Kane	Deadpool	2
Garrison_Kane	Nomad_(Marvel_Comics)	1
Garrison_Kane	Rachel_Summers	1
Garrison_Kane	Wolverine_(character)	1
Gauntlet_(Joseph_Green)	Hank_Pym	1
Gauntlet_(Joseph_Green)	Hulk	1
Gauntlet_(Joseph_Green)	She-Hulk	3
Genis-Vell	Captain_Marvel_(Marvel_Comics)	3
Genis-Vell	Hyperion_(character)	1
Genis-Vell	Phyla-Vell	3
Ghost_Rider	Ares_(Marvel_Comics)	1
Ghost_Rider	Black_Panther_(character)	1
Ghost_Rider	Blade_(character)	1
Ghost_Rider	Caretaker_(comics)	1
Ghost_Rider	Deadpool	3
Ghost_Rider	Doctor_Strange	2
Ghost_Rider	Firelord_(character)	1
Ghost_Rider	Ghost_Rider_(Danny_Ketch)	4
Ghost_Rider	Ghost_Rider_(Johnny_Blaze)	5
Ghost_Rider	Hulk	2
Ghost_Rider	Jericho_Drumm	1
Ghost_Rider	Killraven	1
Ghost_Rider	Phoenix_Force	2
Ghost_Rider	Spider-Man	1
Ghost_Rider	Star_Brand	1
Ghost_Rider_(Danny_Ketch)	Blade_(character)	1
Ghost_Rider_(Danny_Ketch)	Ghost_Rider	3
Ghost_Rider_(Danny_Ketch)	Ghost_Rider_(Johnny_Blaze)	1
