# 02805 shared playground — week 4 release (frozen snapshot, 2026-09-15)
# Philosophers on English Wikipedia, born before 1900: everyone in the seven lists
# 'List of philosophers born in the centuries BC' ... 'born in the 19th century'
# (redirects resolved).
# Edge A -> B when the article of A links to the article of B; weight = how many
# times. 1444 nodes, 11135 directed edges, 8186 with weight 1, max 18.
# Sum both directions for an undirected weighted network.
source	target	weight
Adam_Ferguson	David_Hume	4
Adam_Ferguson	Francis_Hutcheson_(philosopher)	1
Adam_Ferguson	Georg_Wilhelm_Friedrich_Hegel	1
Adam_Ferguson	James_McCosh	1
Adam_Ferguson	Karl_Marx	1
Adam_Ferguson	Leslie_Stephen	1
Adam_Ferguson	Montesquieu	2
Adam_Ferguson	Niccolò_Machiavelli	1
Adam_Ferguson	Richard_Price	1
Adam_Ferguson	Thomas_Hobbes	2
Adam_Ferguson	Victor_Cousin	1
Adam_Ferguson	Voltaire	1
Adam_Smith	Anthony_Ashley-Cooper,_3rd_Earl_of_Shaftesbury	1
Adam_Smith	Benjamin_Franklin	1
Adam_Smith	Bernard_Mandeville	1
Adam_Smith	David_Hume	4
Adam_Smith	David_Ricardo	2
Adam_Smith	Francis_Hutcheson_(philosopher)	1
Adam_Smith	Henry_Home,_Lord_Kames	2
Adam_Smith	Joseph_Schumpeter	1
Adam_Smith	Karl_Marx	1
Adam_Smith	Thomas_Reid	1
Adam_Smith	Voltaire	1
Adam_of_Balsham	John_of_Salisbury	1
Adam_of_Balsham	Peter_Lombard	1
Adam_of_Wodeham	Duns_Scotus	1
Adam_of_Wodeham	John_Major_(philosopher)	1
Adam_of_Wodeham	William_of_Ockham	1
Addison_Webster_Moore	John_Dewey	1
Adelard_of_Bath	Aristotle	1
Adelard_of_Bath	Boethius	1
Adelard_of_Bath	Euclid	1
Adelard_of_Bath	Hugh_of_Saint_Victor	2
Adelard_of_Bath	Plato	1
Adelard_of_Bath	Pope_Sylvester_II	1
Adelard_of_Bath	Robert_Grosseteste	1
Adelard_of_Bath	Roger_Bacon	1
Adelard_of_Bath	Thierry_of_Chartres	1
Adelard_of_Bath	William_of_Conches	2
Adi_Shankara	Gaudapada	2
Adi_Shankara	Kumārila_Bhaṭṭa	2
Adi_Shankara	Max_Müller	1
Adi_Shankara	Paul_Deussen	1
Adi_Shankara	Ramanuja	2
Adi_Shankara	Vidyaranya	2
Adi_Shankara	Vāchaspati_Misra	6
Adolf_Reinach	Alexandre_Koyré	1
Adolf_Reinach	Dietrich_von_Hildebrand	2
Adolf_Reinach	Edith_Stein	2
Adolf_Reinach	Edmund_Husserl	2
Adolf_Reinach	Immanuel_Kant	1
Adolf_Reinach	Plato	1
Aedesius	Chrysanthius	1
Aedesius	Iamblichus	1
Aenesidemus	Agrippa_the_Skeptic	1
Aenesidemus	Antiochus_of_Ascalon	1
Aenesidemus	Arcesilaus	1
Aenesidemus	Carneades	1
Aenesidemus	Cicero	1
Aenesidemus	Diogenes_Laertius	1
Aenesidemus	Gottlob_Ernst_Schulze	1
Aenesidemus	Heraclitus	3
Aenesidemus	Immanuel_Kant	2
Aenesidemus	Karl_Leonhard_Reinhold	1
Aenesidemus	Philo	1
Aenesidemus	Philo_of_Larissa	1
Aenesidemus	Photios_I_of_Constantinople	2
Aenesidemus	Pyrrho	3
Aenesidemus	Sextus_Empiricus	3
Aenesidemus	Timon_of_Phlius	2
Afrikan_Spir	Charles_Renouvier	1
Afrikan_Spir	David_Hume	1
Afrikan_Spir	Friedrich_Nietzsche	3
Afrikan_Spir	Hans_Vaihinger	2
Afrikan_Spir	Immanuel_Kant	1
Afrikan_Spir	Johann_Friedrich_Herbart	1
Afrikan_Spir	Johann_Gottlieb_Fichte	1
Afrikan_Spir	John_Stuart_Mill	1
Afrikan_Spir	Leo_Tolstoy	5
Afrikan_Spir	Lev_Shestov	1
Afrikan_Spir	Léon_Brunschvicg	3
Afrikan_Spir	René_Descartes	1
Afrikan_Spir	Rudolf_Steiner	3
Afrikan_Spir	William_James	2
Agostino_Nifo	Aristotle	1
Agostino_Nifo	Averroes	1
Agostino_Nifo	Nicoletto_Vernia	1
Agostino_Nifo	Pietro_Pomponazzi	2
Agostino_Nifo	Ptolemy	2
Agrippa_the_Skeptic	Aenesidemus	2
Agrippa_the_Skeptic	Diogenes_Laertius	2
Agrippa_the_Skeptic	Sextus_Empiricus	3
Ahmad_ibn_Hanbal	Abu_Hanifa	2
Ahmad_ibn_Hanbal	Al-Shafi'i	3
Ahmad_ibn_Hanbal	Ibn_Arabi	1
Ahmad_ibn_Hanbal	Ibn_Taymiyya	4
Ahmad_ibn_al-Tayyib_al-Sarakhsi	Al-Kindi	1
Ajita_Kesakambali	Makkhali_Gosala	1
Ajita_Kesakambali	Pakudha_Kaccayana	1
Ajita_Kesakambali	Purana_Kassapa	1
Ajita_Kesakambali	The_Buddha	1
Akka_Mahadevi	Basava	2
Akshobhya_Tirtha	Jayatirtha	3
Akshobhya_Tirtha	Madhava_Tirtha	1
Akshobhya_Tirtha	Madhvacharya	2
Akshobhya_Tirtha	Padmanabha_Tirtha	1
Al-Allama_al-Hilli	Avicenna	2
Al-Allama_al-Hilli	Fakhr_al-Din_al-Razi	1
Al-Allama_al-Hilli	Ibn_Arabi	1
Al-Allama_al-Hilli	Ibn_Taymiyya	2
Al-Allama_al-Hilli	Mulla_Sadra	1
Al-Allama_al-Hilli	Nasir_al-Din_al-Tusi	3
Al-Baqillani	Abu_al-Hasan_al-Ash'ari	2
Al-Baqillani	Ahmad_ibn_Hanbal	1
Al-Baqillani	Ibn_Taymiyya	1
Al-Farabi	Abu_Bakr_al-Razi	1
Al-Farabi	Abu_Hayyan_al-Tawhidi	1
Al-Farabi	Abu_Sulayman_Sijistani	1
Al-Farabi	Abu_al-Hassan_al-Amiri	1
Al-Farabi	Al-Ghazali	1
Al-Farabi	Al-Kindi	2
Al-Farabi	Albertus_Magnus	1
Al-Farabi	Aristotle	6
Al-Farabi	Avempace	2
Al-Farabi	Averroes	4
Al-Farabi	Avicenna	6
Al-Farabi	Gerard_of_Cremona	1
Al-Farabi	Ibn_Khaldun	1
Al-Farabi	Ibn_Tufayl	2
Al-Farabi	Leo_Strauss	1
Al-Farabi	Maimonides	3
Al-Farabi	Mulla_Sadra	1
Al-Farabi	Plato	3
Al-Farabi	Plotinus	1
Al-Farabi	Porphyry_of_Tyre	1
Al-Farabi	Ptolemy	1
Al-Farabi	Yahya_ibn_Adi	2
Al-Ghazali	Al-Farabi	1
Al-Ghazali	Al-Juwayni	2
Al-Ghazali	Aristotle	1
Al-Ghazali	Averroes	7
Al-Ghazali	Avicenna	2
Al-Ghazali	Dante_Alighieri	1
Al-Ghazali	David_Hume	3
Al-Ghazali	Fakhr_al-Din_al-Razi	2
Al-Ghazali	Ibn_Arabi	1
Al-Ghazali	Isaac_Abarbanel	1
Al-Ghazali	Jesus	1
Al-Ghazali	Maimonides	2
Al-Ghazali	Nasir_al-Din_al-Tusi	1
Al-Ghazali	Plato	1
Al-Ghazali	René_Descartes	1
Al-Ghazali	Shah_Waliullah_Dehlawi	1
Al-Ghazali	Thomas_Aquinas	3
Al-Ghazali	William_James	1
Al-Juwayni	Abu_al-Hasan_al-Ash'ari	2
Al-Juwayni	Al-Baqillani	1
Al-Juwayni	Al-Ghazali	3
Al-Juwayni	Al-Qushayri	2
Al-Juwayni	Al-Shafi'i	3
Al-Kindi	Abu_Bakr_al-Razi	1
Al-Kindi	Al-Farabi	3
Al-Kindi	Al-Ghazali	3
Al-Kindi	Aristotle	4
Al-Kindi	Avicenna	3
Al-Kindi	Epictetus	1
Al-Kindi	Euclid	1
Al-Kindi	Galen	1
Al-Kindi	Gerard_of_Cremona	1
Al-Kindi	Gerolamo_Cardano	1
Al-Kindi	Ibn_al-Haytham	2
Al-Kindi	John_Philoponus	1
Al-Kindi	Plato	1
Al-Kindi	Plotinus	1
Al-Kindi	Proclus	1
Al-Kindi	Ptolemy	2
Al-Kindi	Robert_Grosseteste	3
Al-Kindi	Roger_Bacon	2
Al-Kindi	Vitello	1
Al-Ma'arri	Dante_Alighieri	1
Al-Ma'arri	Ibn_al-Rawandi	1
Al-Mawardi	Abu_al-Hasan_al-Ash'ari	1
Al-Mawardi	Al-Farabi	1
Al-Mawardi	Al-Ghazali	1
Al-Mawardi	Al-Shafi'i	1
Al-Mawardi	Ibn_Khaldun	2
Al-Qadi_Abd_al-Jabbar	Avicenna	1
Al-Qadi_Abd_al-Jabbar	Thomas_Aquinas	1
Al-Qadi_Abd_al-Jabbar	Wasil_ibn_Ata	1
Al-Qushayri	Abu_al-Hasan_al-Ash'ari	1
Al-Qushayri	Al-Ghazali	1
Al-Qushayri	Al-Juwayni	2
Al-Qushayri	Al-Shafi'i	1
Al-Qushayri	Ibn_Furak	1
Al-Shafi'i	Abu_Hanifa	1
Al-Shafi'i	Abu_al-Hasan_al-Ash'ari	1
Al-Shafi'i	Ahmad_ibn_Hanbal	2
Al-Shafi'i	Al-Ghazali	1
Al-Shafi'i	Al-Mawardi	1
Al-Shafi'i	Dawud_al-Zahiri	1
Alain_(philosopher)	Blaise_Pascal	1
Alain_(philosopher)	Immanuel_Kant	1
Alain_(philosopher)	Michel_de_Montaigne	1
Alain_LeRoy_Locke	Aristotle	1
Alain_LeRoy_Locke	Johann_Wolfgang_von_Goethe	1
Alain_LeRoy_Locke	Plato	1
Alain_LeRoy_Locke	Ralph_Barton_Perry	1
Alain_de_Lille	Aristotle	1
Alain_de_Lille	Boethius	2
Alain_de_Lille	Bonaventure	1
Alain_de_Lille	Dante_Alighieri	1
Alain_de_Lille	Gilbert_de_la_Porrée	3
Alain_de_Lille	John_of_Salisbury	1
Alain_de_Lille	Pythagoras	2
Alain_de_Lille	Thierry_of_Chartres	2
Alain_de_Lille	Thomas_Aquinas	1
Albert_Einstein	Arthur_Eddington	2
Albert_Einstein	Baruch_Spinoza	1
Albert_Einstein	Bertrand_Russell	1
Albert_Einstein	David_Hume	1
Albert_Einstein	Ernst_Mach	1
Albert_Einstein	Erwin_Schrödinger	1
Albert_Einstein	Henri_Bergson	1
Albert_Einstein	Henri_Poincaré	1
Albert_Einstein	Hermann_Weyl	1
Albert_Einstein	Immanuel_Kant	1
Albert_Einstein	Isaac_Newton	2
Albert_Einstein	James_Clerk_Maxwell	1
Albert_Einstein	Mahatma_Gandhi	1
Albert_Einstein	Max_Planck	2
Albert_Einstein	Niels_Bohr	3
Albert_Einstein	Sigmund_Freud	1
Albert_Einstein	Vladimir_Lenin	1
Albert_Schweitzer	Albert_Einstein	1
Albert_Schweitzer	Arthur_Schopenhauer	2
Albert_Schweitzer	Baruch_Spinoza	1
Albert_Schweitzer	Bertrand_Russell	1
Albert_Schweitzer	Charles_Darwin	1
Albert_Schweitzer	Ernst_Cassirer	1
Albert_Schweitzer	Georg_Wilhelm_Friedrich_Hegel	1
Albert_Schweitzer	Herbert_Spencer	1
Albert_Schweitzer	Immanuel_Kant	2
Albert_Schweitzer	Martin_Luther	1
Albert_Schweitzer	René_Descartes	1
Albert_Schweitzer	The_Buddha	2
Albert_of_Saxony_(philosopher)	Aristotle	2
Albert_of_Saxony_(philosopher)	Blasius_of_Parma	1
Albert_of_Saxony_(philosopher)	Jean_Buridan	2
Albert_of_Saxony_(philosopher)	John_Philoponus	1
Albert_of_Saxony_(philosopher)	Marsilius_of_Inghen	1
Albert_of_Saxony_(philosopher)	Nicole_Oresme	2
Albert_of_Saxony_(philosopher)	Porphyry_of_Tyre	1
Albert_of_Saxony_(philosopher)	Thomas_Bradwardine	1
Albert_of_Saxony_(philosopher)	William_of_Heytesbury	2
Albert_of_Saxony_(philosopher)	William_of_Ockham	1
Albertus_Magnus	Abu_Ma'shar_al-Balkhi	1
Albertus_Magnus	Aristotle	3
Albertus_Magnus	Averroes	1
Albertus_Magnus	Avicenna	1
Albertus_Magnus	Cicero	1
Albertus_Magnus	Dante_Alighieri	1
Albertus_Magnus	Peter_Lombard	1
Albertus_Magnus	Philip_the_Chancellor	1
Albertus_Magnus	Plotinus	1
Albertus_Magnus	Pseudo-Dionysius_the_Areopagite	1
Albertus_Magnus	Søren_Kierkegaard	1
Albertus_Magnus	Thomas_Aquinas	3
Albertus_Magnus	Étienne_Gilson	1
Albinus_(philosopher)	Alcinous_(philosopher)	1
Albinus_(philosopher)	Boethius	1
Albinus_(philosopher)	Galen	1
Albinus_(philosopher)	Plato	1
Alcibiades	Antisthenes	2
Alcibiades	Aristotle	3
Alcibiades	Isocrates	1
Alcibiades	Leo_Strauss	1
Alcibiades	Plato	1
Alcibiades	Plutarch	1
Alcibiades	Socrates	4
Alcibiades	Theophrastus	1
Alcibiades	Thucydides	4
Alcibiades	Xenophon	2
Alcinous_(philosopher)	Albinus_(philosopher)	3
Alcinous_(philosopher)	Alexander_of_Aphrodisias	1
Alcinous_(philosopher)	Apuleius	1
Alcinous_(philosopher)	Aspasius	1
Alcinous_(philosopher)	Galen	2
Alcinous_(philosopher)	Numenius_of_Apamea	1
Alcinous_(philosopher)	Plutarch	1
Alcmaeon_of_Croton	Anaximander	1
Alcmaeon_of_Croton	Anaximenes_of_Miletus	1
Alcmaeon_of_Croton	Aristotle	5
Alcmaeon_of_Croton	Calcidius	3
Alcmaeon_of_Croton	Cicero	2
Alcmaeon_of_Croton	Clement_of_Alexandria	2
Alcmaeon_of_Croton	Empedocles	1
Alcmaeon_of_Croton	Favorinus	1
Alcmaeon_of_Croton	Galen	3
Alcmaeon_of_Croton	Hippocrates	1
Alcmaeon_of_Croton	Plato	1
Alcmaeon_of_Croton	Plutarch	2
Alcmaeon_of_Croton	Pythagoras	2
Alcmaeon_of_Croton	Theophrastus	1
Alcuin	Augustine_of_Hippo	1
Alcuin	Bede	1
Alcuin	Peter_of_Pisa	1
Alcuin	Rabanus_Maurus	2
Aleksei_Losev	Aristotle	1
Aleksei_Losev	Edmund_Husserl	1
Aleksei_Losev	Friedrich_Wilhelm_Joseph_Schelling	1
Aleksei_Losev	Georg_Wilhelm_Friedrich_Hegel	1
Aleksei_Losev	Nicholas_of_Cusa	1
Aleksei_Losev	Pavel_Florensky	1
Aleksei_Losev	Plotinus	1
Aleksei_Losev	Sextus_Empiricus	1
Aleksei_Losev	Vladimir_Solovyov_(philosopher)	2
Aleksey_Khomyakov	Fyodor_Dostoevsky	1
Aleksey_Khomyakov	Konstantin_Pobedonostsev	1
Aleksey_Khomyakov	Nikolai_Berdyaev	1
Aleksey_Khomyakov	Nikolay_Lossky	1
Aleksey_Khomyakov	Pavel_Florensky	1
Aleksey_Khomyakov	Vladimir_Solovyov_(philosopher)	1
Alessandro_Achillini	Aristotle	1
Alessandro_Achillini	William_of_Ockham	1
Alexander_Bain_(philosopher)	Auguste_Comte	1
Alexander_Bain_(philosopher)	David_Hume	1
Alexander_Bain_(philosopher)	George_Croom_Robertson	1
Alexander_Bain_(philosopher)	George_Grote	1
Alexander_Bain_(philosopher)	George_Stout	1
Alexander_Bain_(philosopher)	James_Mill	1
Alexander_Bain_(philosopher)	John_Stuart_Mill	4
Alexander_Bain_(philosopher)	William_James	1
Alexander_Bain_(philosopher)	William_Paley	1
Alexander_Bogdanov	Ernst_Mach	2
Alexander_Bogdanov	Georgi_Plekhanov	1
Alexander_Bogdanov	Richard_Avenarius	2
Alexander_Bogdanov	Vladimir_Lenin	2
Alexander_Bryan_Johnson	John_Adams	1
Alexander_Gottlieb_Baumgarten	Christian_Wolff_(philosopher)	2
Alexander_Gottlieb_Baumgarten	Immanuel_Kant	1
Alexander_Gottlieb_Baumgarten	Leo_Tolstoy	2
Alexander_Gottlieb_Baumgarten	Martin_Heidegger	1
Alexander_Herzen	Friedrich_Schiller	1
Alexander_Herzen	Georg_Wilhelm_Friedrich_Hegel	3
Alexander_Herzen	Henri_de_Saint-Simon	1
Alexander_Herzen	Karl_Marx	1
Alexander_Herzen	Konstantin_Kavelin	2
Alexander_Herzen	Leo_Tolstoy	2
Alexander_Herzen	Lev_Shestov	1
Alexander_Herzen	Ludwig_Feuerbach	1
Alexander_Herzen	Mikhail_Bakunin	2
Alexander_Herzen	Nikolay_Chernyshevsky	1
Alexander_Herzen	Pierre-Joseph_Proudhon	1
Alexander_Herzen	Vissarion_Belinsky	3
Alexander_Herzen	Voltaire	1
Alexander_Neckam	Anselm_of_Canterbury	1
Alexander_Neckam	Aristotle	1
Alexander_Neckam	Augustine_of_Hippo	1
Alexander_Neckam	Avicenna	1
Alexander_Neckam	Peter_Lombard	1
Alexander_Neckam	Roger_Bacon	1
Alexander_Neckam	Thierry_of_Chartres	1
Alexander_Neckam	Urso_of_Calabria	1
Alexander_Neckam	William_of_Conches	1
Alexander_of_Aphrodisias	Aristotle	2
Alexander_of_Aphrodisias	Cesare_Cremonini_(philosopher)	1
Alexander_of_Aphrodisias	Cyril_of_Alexandria	1
Alexander_of_Aphrodisias	Galen	1
Alexander_of_Aphrodisias	Hugo_Grotius	1
Alexander_of_Aphrodisias	John_Philoponus	2
Alexander_of_Aphrodisias	Maimonides	1
Alexander_of_Aphrodisias	Olympiodorus_the_Younger	1
Alexander_of_Aphrodisias	Pietro_Pomponazzi	1
Alexander_of_Aphrodisias	Simplicius_of_Cilicia	3
Alexander_of_Aphrodisias	Themistius	2
Alexander_of_Hales	Anselm_of_Canterbury	4
Alexander_of_Hales	Aristotle	1
Alexander_of_Hales	Augustine_of_Hippo	2
Alexander_of_Hales	Bernard_of_Clairvaux	2
Alexander_of_Hales	Bonaventure	2
Alexander_of_Hales	John_of_La_Rochelle	1
Alexander_of_Hales	Peter_Lombard	3
Alexander_of_Hales	Pseudo-Dionysius_the_Areopagite	2
Alexander_of_Hales	Richard_Rufus_of_Cornwall	1
Alexander_of_Hales	Richard_of_Saint_Victor	1
Alexander_of_Hales	Roger_Bacon	2
Alexandre_Koyré	David_Hilbert	1
Alexandre_Koyré	Edmund_Husserl	3
Alexandre_Koyré	Galileo_Galilei	2
Alexandre_Koyré	Georg_Wilhelm_Friedrich_Hegel	1
Alexandre_Koyré	Giordano_Bruno	1
Alexandre_Koyré	Henri_Bergson	2
Alexandre_Koyré	Isaac_Newton	2
Alexandre_Koyré	Jakob_Böhme	1
Alexandre_Koyré	Leo_Strauss	1
Alexandre_Koyré	Léon_Brunschvicg	1
Alexandre_Koyré	Marin_Mersenne	1
Alexandre_Koyré	Nicholas_of_Cusa	1
Alexandre_Koyré	Plato	2
Alexis_de_Tocqueville	Aristotle	1
Alexis_de_Tocqueville	Arthur_de_Gobineau	1
Alexis_de_Tocqueville	Benjamin_Constant	1
Alexis_de_Tocqueville	Georg_Wilhelm_Friedrich_Hegel	1
Alexis_de_Tocqueville	Karl_Marx	1
Alexis_de_Tocqueville	Montesquieu	1
Alexius_Meinong	Bertrand_Russell	1
Alexius_Meinong	Christian_von_Ehrenfels	2
Alexius_Meinong	David_Hume	1
Alexius_Meinong	Edmund_Husserl	1
Alexius_Meinong	Franz_Brentano	2
Alexius_Meinong	Kazimierz_Twardowski	1
Alf_Ross	Axel_Hägerström	2
Alf_Ross	Hans_Kelsen	1
Alfred_Baeumler	Friedrich_Nietzsche	2
Alfred_Baeumler	Georg_Wilhelm_Friedrich_Hegel	1
Alfred_Baeumler	Immanuel_Kant	1
Alfred_Baeumler	Johann_Friedrich_Herbart	1
Alfred_Baeumler	Martin_Heidegger	1
Alfred_Loisy	John_Henry_Newman	1
Alfred_North_Whitehead	Albert_Einstein	1
Alfred_North_Whitehead	Arthur_Eddington	1
Alfred_North_Whitehead	Augustus_De_Morgan	1
Alfred_North_Whitehead	Bertrand_Russell	10
Alfred_North_Whitehead	Charles_Hartshorne	7
Alfred_North_Whitehead	Charles_Sanders_Peirce	1
Alfred_North_Whitehead	G._E._Moore	1
Alfred_North_Whitehead	George_Boole	1
Alfred_North_Whitehead	Henri_Bergson	3
Alfred_North_Whitehead	Immanuel_Kant	1
Alfred_North_Whitehead	James_Clerk_Maxwell	1
Alfred_North_Whitehead	John_Dewey	3
Alfred_North_Whitehead	John_Locke	1
Alfred_North_Whitehead	Ludwig_Wittgenstein	1
Alfred_North_Whitehead	René_Descartes	1
Alfred_North_Whitehead	Susanne_Langer	1
Alfred_North_Whitehead	William_James	3
Alfred_North_Whitehead	William_Temple_(bishop)	1
Alfred_Russel_Wallace	Charles_Darwin	2
Alfred_Russel_Wallace	Henry_George	1
Alfred_Russel_Wallace	Herbert_Spencer	1
Alfred_Russel_Wallace	Jean-Baptiste_Lamarck	1
Alfred_Russel_Wallace	Thomas_Henry_Huxley	2
Alfred_Russel_Wallace	Thomas_Paine	1
Alfred_Schütz	Edmund_Husserl	5
Alfred_Schütz	George_Herbert_Mead	1
Alfred_Schütz	Hans_Kelsen	1
Alfred_Schütz	Henri_Bergson	2
Alfred_Schütz	Ludwig_von_Mises	2
Alfred_Schütz	Max_Weber	4
Alfred_Schütz	William_James	2
Algernon_Sidney	Friedrich_Hayek	1
Algernon_Sidney	John_Adams	1
Algernon_Sidney	John_Locke	4
Algernon_Sidney	Robert_Filmer	1
Algernon_Sidney	Thomas_Jefferson	3
Ambrose	Arius	1
Ambrose	Athanasius_of_Alexandria	1
Ambrose	Augustine_of_Hippo	5
Ambrose	Cicero	1
Ambrose	Erasmus	2
Ambrose	Eusebius	1
Ambrose	Origen	2
Ambrose	Philo	2
Ambrose	Pope_Gregory_I	2
Ammonius_Hermiae	Aristotle	2
Ammonius_Hermiae	Boethius	1
Ammonius_Hermiae	Damascius	2
Ammonius_Hermiae	Iamblichus	1
Ammonius_Hermiae	John_Philoponus	4
Ammonius_Hermiae	Olympiodorus_the_Younger	3
Ammonius_Hermiae	Plato	2
Ammonius_Hermiae	Porphyry_of_Tyre	2
Ammonius_Hermiae	Proclus	3
Ammonius_Hermiae	Ptolemy	1
Ammonius_Hermiae	Simplicius_of_Cilicia	2
Ammonius_Hermiae	Syrianus	1
Ammonius_Saccas	Aristotle	1
Ammonius_Saccas	Cassius_Longinus_(philosopher)	3
Ammonius_Saccas	Eusebius	1
Ammonius_Saccas	Nemesius	3
Ammonius_Saccas	Origen	4
Ammonius_Saccas	Plato	1
